workerid,proliferate.condition,frame,item,order,response,verb,error
53,condition1,13,The sun enabled the drying of the clothes.,56,0,enabled,
53,condition1,1,The dry weather caused the wild fire.,57,0,caused,
53,condition1,2,The CEO's decision enabled the outcome.,58,0,enabled,
53,condition1,9,The new traffic signs affected the decrease in fatalities.,59,0,affected,
53,condition1,17,Erosion affected density loss.,61,0,affected,
53,condition1,16,Diversification enabled new monetary policies.,62,6,enabled,
53,condition1,0,The collapse of Lehman Brothers affected the financial crisis.,63,0,affected,
53,condition1,16,Diversification caused new monetary policies.,64,0,caused,
53,condition1,7,The breaking of the dam enabled the flood.,65,0,enabled,
49,condition1,0,The collapse of Lehman Brothers caused the financial crisis.,0,6,caused,
49,condition1,17,Erosion affected density loss.,3,5,affected,
49,condition1,0,The collapse of Lehman Brothers enabled the financial crisis.,4,6,enabled,
49,condition1,17,Erosion enabled density loss.,5,5,enabled,
49,condition1,19,The construction at the intersection enabled the traffic in the vicinity.,6,6,enabled,
49,condition1,10,The striker deflecting the ball caused the goal.,7,3,caused,
49,condition1,6,The sunny weather caused the tree's growth.,8,4,caused,
49,condition1,0,The collapse of Lehman Brothers affected the financial crisis.,9,6,affected,
49,condition1,12,More stipends enabled the increase in student admissions.,10,6,enabled,
49,condition1,4,The zoning restrictions affected the housing shortage.,11,6,affected,
49,condition1,9,The new traffic signs enabled the decrease in fatalities.,12,6,enabled,
49,condition1,3,The new technology affected the change.,13,0,affected,
49,condition1,2,The CEO's decision enabled the outcome.,14,3,enabled,
49,condition1,4,The zoning restrictions enabled the housing shortage.,15,6,enabled,
49,condition1,3,The new technology caused the change.,16,4,caused,
49,condition1,15,Metastasis caused cell growth.,17,3,caused,
49,condition1,6,The sunny weather enabled the tree's growth.,18,6,enabled,
49,condition1,11,Turning off the life support enabled the patient's death.,19,6,enabled,
49,condition1,10,The striker deflecting the ball affected the goal.,20,6,affected,
49,condition1,14,Deforestation affected wildlife displacement.,21,4,affected,
49,condition1,5,The Sacklers' greed caused the opioid epidemic.,22,6,caused,
49,condition1,11,Turning off the life support affected the patient's death.,23,6,affected,
49,condition1,12,More stipends caused the increase in student admissions.,24,6,caused,
49,condition1,12,More stipends affected the increase in student admissions.,26,6,affected,
49,condition1,16,Diversification enabled new monetary policies.,27,5,enabled,
49,condition1,8,Janelle's working hard affected her success.,28,0,affected,
49,condition1,19,The construction at the intersection caused the traffic in the vicinity.,30,6,caused,
49,condition1,14,Deforestation caused wildlife displacement.,31,4,caused,
49,condition1,7,The breaking of the dam caused the flood.,32,5,caused,
49,condition1,8,Janelle's working hard caused her success.,33,0,caused,
49,condition1,1,The dry weather caused the wild fire.,34,6,caused,
49,condition1,2,The CEO's decision affected the outcome.,35,5,affected,
49,condition1,16,Diversification affected new monetary policies.,36,5,affected,
49,condition1,2,The CEO's decision caused the outcome.,37,4,caused,
49,condition1,18,The algae buildup in the ocean affected the migration of certain species of fish.,38,5,affected,
49,condition1,18,The algae buildup in the ocean enabled the migration of certain species of fish.,39,5,enabled,
49,condition1,7,The breaking of the dam affected the flood.,40,6,affected,
49,condition1,7,The breaking of the dam enabled the flood.,41,6,enabled,
49,condition1,1,The dry weather affected the wild fire.,42,6,affected,
49,condition1,9,The new traffic signs affected the decrease in fatalities.,43,6,affected,
49,condition1,13,The sun affected the drying of the clothes.,44,6,affected,
49,condition1,17,Erosion caused density loss.,45,3,caused,
49,condition1,16,Diversification caused new monetary policies.,46,5,caused,
49,condition1,11,Turning off the life support caused the patient's death.,47,6,caused,
49,condition1,10,The striker deflecting the ball enabled the goal.,48,6,enabled,
49,condition1,14,Deforestation enabled wildlife displacement.,49,4,enabled,
49,condition1,18,The algae buildup in the ocean caused the migration of certain species of fish.,50,6,caused,
49,condition1,5,The Sacklers' greed affected the opioid epidemic.,51,6,affected,
49,condition1,9,The new traffic signs caused the decrease in fatalities.,53,6,caused,
49,condition1,3,The new technology enabled the change.,54,1,enabled,
49,condition1,19,The construction at the intersection affected the traffic in the vicinity.,55,5,affected,
49,condition1,13,The sun enabled the drying of the clothes.,56,4,enabled,
49,condition1,8,Janelle's working hard enabled her success.,57,0,enabled,
49,condition1,6,The sunny weather affected the tree's growth.,59,6,affected,
49,condition1,13,The sun caused the drying of the clothes.,60,5,caused,
49,condition1,1,The dry weather enabled the wild fire.,61,5,enabled,
49,condition1,15,Metastasis enabled cell growth.,62,5,enabled,
49,condition1,4,The zoning restrictions caused the housing shortage.,63,6,caused,
49,condition1,15,Metastasis affected cell growth.,64,5,affected,
49,condition1,5,The Sacklers' greed enabled the opioid epidemic.,65,6,enabled,
2,condition1,17,Erosion caused density loss.,0,5,caused,
2,condition1,6,The sunny weather affected the tree's growth.,1,6,affected,
2,condition1,12,More stipends affected the increase in student admissions.,2,3,affected,
2,condition1,15,Metastasis enabled cell growth.,3,5,enabled,
2,condition1,3,The new technology affected the change.,4,3,affected,
2,condition1,11,Turning off the life support enabled the patient's death.,5,0,enabled,
2,condition1,8,Janelle's working hard caused her success.,6,6,caused,
2,condition1,3,The new technology enabled the change.,7,6,enabled,
2,condition1,14,Deforestation enabled wildlife displacement.,8,0,enabled,
2,condition1,18,The algae buildup in the ocean affected the migration of certain species of fish.,9,6,affected,
2,condition1,4,The zoning restrictions enabled the housing shortage.,10,3,enabled,
2,condition1,13,The sun affected the drying of the clothes.,11,6,affected,
2,condition1,7,The breaking of the dam affected the flood.,12,3,affected,
2,condition1,12,More stipends caused the increase in student admissions.,13,5,caused,
2,condition1,19,The construction at the intersection enabled the traffic in the vicinity.,14,3,enabled,
2,condition1,0,The collapse of Lehman Brothers enabled the financial crisis.,16,4,enabled,
2,condition1,4,The zoning restrictions affected the housing shortage.,17,3,affected,
2,condition1,2,The CEO's decision enabled the outcome.,18,4,enabled,
2,condition1,5,The Sacklers' greed affected the opioid epidemic.,19,3,affected,
2,condition1,10,The striker deflecting the ball caused the goal.,20,6,caused,
2,condition1,6,The sunny weather caused the tree's growth.,21,6,caused,
2,condition1,16,Diversification caused new monetary policies.,22,3,caused,
2,condition1,19,The construction at the intersection caused the traffic in the vicinity.,23,6,caused,
2,condition1,15,Metastasis caused cell growth.,24,6,caused,
2,condition1,16,Diversification affected new monetary policies.,25,6,affected,
2,condition1,18,The algae buildup in the ocean caused the migration of certain species of fish.,26,5,caused,
2,condition1,18,The algae buildup in the ocean enabled the migration of certain species of fish.,27,1,enabled,
2,condition1,10,The striker deflecting the ball affected the goal.,28,0,affected,
2,condition1,11,Turning off the life support affected the patient's death.,29,0,affected,
2,condition1,1,The dry weather affected the wild fire.,30,6,affected,
2,condition1,2,The CEO's decision caused the outcome.,31,6,caused,
2,condition1,8,Janelle's working hard enabled her success.,32,6,enabled,
2,condition1,1,The dry weather caused the wild fire.,33,6,caused,
2,condition1,19,The construction at the intersection affected the traffic in the vicinity.,34,5,affected,
2,condition1,5,The Sacklers' greed enabled the opioid epidemic.,35,6,enabled,
2,condition1,17,Erosion affected density loss.,38,3,affected,
2,condition1,7,The breaking of the dam enabled the flood.,39,2,enabled,
2,condition1,8,Janelle's working hard affected her success.,40,2,affected,
2,condition1,7,The breaking of the dam caused the flood.,41,6,caused,
2,condition1,9,The new traffic signs enabled the decrease in fatalities.,42,4,enabled,
2,condition1,13,The sun enabled the drying of the clothes.,43,3,enabled,
2,condition1,14,Deforestation caused wildlife displacement.,44,6,caused,
2,condition1,14,Deforestation affected wildlife displacement.,46,6,affected,
2,condition1,0,The collapse of Lehman Brothers caused the financial crisis.,47,6,caused,
2,condition1,9,The new traffic signs caused the decrease in fatalities.,48,5,caused,
2,condition1,2,The CEO's decision affected the outcome.,49,6,affected,
2,condition1,10,The striker deflecting the ball enabled the goal.,50,1,enabled,
2,condition1,5,The Sacklers' greed caused the opioid epidemic.,51,6,caused,
2,condition1,0,The collapse of Lehman Brothers affected the financial crisis.,52,1,affected,
2,condition1,16,Diversification enabled new monetary policies.,53,3,enabled,
2,condition1,11,Turning off the life support caused the patient's death.,54,6,caused,
2,condition1,9,The new traffic signs affected the decrease in fatalities.,55,3,affected,
2,condition1,12,More stipends enabled the increase in student admissions.,56,3,enabled,
2,condition1,6,The sunny weather enabled the tree's growth.,57,6,enabled,
2,condition1,4,The zoning restrictions caused the housing shortage.,58,6,caused,
2,condition1,1,The dry weather enabled the wild fire.,60,6,enabled,
2,condition1,15,Metastasis affected cell growth.,61,5,affected,
2,condition1,13,The sun caused the drying of the clothes.,62,6,caused,
2,condition1,17,Erosion enabled density loss.,64,3,enabled,
2,condition1,3,The new technology caused the change.,65,4,caused,
11,condition1,3,The new technology caused the change.,0,4,caused,
11,condition1,4,The zoning restrictions enabled the housing shortage.,1,6,enabled,
11,condition1,5,The Sacklers' greed caused the opioid epidemic.,2,6,caused,
11,condition1,8,Janelle's working hard caused her success.,4,2,caused,
11,condition1,5,The Sacklers' greed affected the opioid epidemic.,5,5,affected,
11,condition1,19,The construction at the intersection affected the traffic in the vicinity.,6,6,affected,
11,condition1,11,Turning off the life support caused the patient's death.,7,4,caused,
11,condition1,17,Erosion enabled density loss.,8,5,enabled,
11,condition1,8,Janelle's working hard enabled her success.,9,4,enabled,
